Station ID,Functional Class,Lat/Long,Year,AADT,Statistics type,Single-Unit Truck AADT,Combo-Unit Truck AADT,% Peak SU Trucks,% Peak CU Trucks,K-Factor,D-Factor,Future AADT,Station Type
"085-0176",4R : Rural Minor Arterial,"34.392011, -83.993344",2019,4630,Actual,,,,,0.102,0.56,6750,Short Term
"085-0178",5R : Rural Major Collector,"34.535534, -84.260410",2019,3150,Actual,276,272,1.048,0.794,0.1077,0.53,3970,Short Term
"085-0181",5R : Rural Major Collector,"34.495538, -84.210713",2019,1440,Estimated,97,160,0.554,1.177,0.088,0.65,1930,Short Term
"085-0183",5R : Rural Major Collector,"34.466275, -84.178543",2019,1720,Actual,,,,,0.0963,0.56,2170,Short Term
"085-0185",5R : Rural Major Collector,"34.449117, -84.168572",2019,2380,Actual,,,,,0.0839,0.59,3000,Short Term
"085-0187",6U : Urban Minor Collector,"34.353822, -84.081423",2019,6060,Estimated,,,,,,,11300,Short Term
"085-0189",6U : Urban Minor Collector,"34.353880, -84.034221",2019,6860,Estimated,219,83,0.297,0.059,0.0891,0.51,11900,Short Term
"085-0192",6U : Urban Minor Collector,"34.341487, -84.014895",2019,3640,Actual,,,,,0.1139,0.52,4580,Short Term
"085-0194",6R : Rural Minor Collector,"34.343476, -83.990295",2019,1070,Estimated,,,,,0.0933,0.6,1870,Short Term
"085-0196",5R : Rural Major Collector,"34.476688, -84.175984",2019,380,Estimated,,,,,,,480,Short Term
"085-0198",5R : Rural Major Collector,"34.500730, -84.176730",2019,1020,Estimated,,,,,0.0893,0.62,1390,Short Term
"085-0201",6U : Urban Minor Collector,"34.342315, -84.061610",2019,5730,Actual,,,,,0.1097,0.61,9470,Short Term
"085-0202",6U : Urban Minor Collector,"34.362354, -84.047826",2019,7600,Estimated,,,,,0.0921,0.58,9570,Short Term
"085-0203",4U : Urban Minor Arterial,"34.369543, -84.039418",2019,3690,Estimated,,,,,,,5230,Short Term
"085-0205",4U : Urban Minor Arterial,"34.385550, -84.013493",2019,7190,Estimated,,,,,,,13400,Short Term
"085-0213",5R : Rural Major Collector,"34.404381, -84.004000",2019,1400,Estimated,,,,,0.1052,0.61,4030,Short Term
"085-0214",5R : Rural Major Collector,"34.411390, -84.010855",2019,1680,Actual,,,,,0.097,0.61,2120,Short Term
"085-0216",5R : Rural Major Collector,"34.416088, -84.233223",2019,740,Estimated,,,,,,,940,Short Term
"085-0221",6R : Rural Minor Collector,"34.440633, -84.189882",2019,260,Estimated,,,,,0.1287,0.67,330,Short Term
"085-0223",6R : Rural Minor Collector,"34.460700, -84.206200",2019,210,Actual,,,,,0.1458,0.55,270,Short Term
"085-0225",6U : Urban Minor Collector,"34.339455, -84.031421",2019,2420,Estimated,,,,,,,3050,Short Term
"085-0229",7R : Rural Local,"34.426500, -84.119700",2019,800,Actual,29,1,0.377,0,0.103,0.62,1080,Short Term
"085-0232",5R : Rural Major Collector,"34.506395, -84.276821",2019,610,Estimated,45,9,0.988,0.329,0.1631,0.66,1080,Short Term
"085-0234",3U : Urban Principal Arterial - Other,"34.339551, -84.054523",2019,36500,Estimated,2138,619,0.531,0.094,0.0867,0.61,52700,Short Term
"085-0236",3U : Urban Principal Arterial - Other,"34.358922, -84.043194",2019,37300,Actual,2362,617,0.461,0.105,0.0866,0.61,61000,Short Term
"085-0238",3U : Urban Principal Arterial - Other,"34.370985, -84.030075",2019,28000,Estimated,1549,237,0.388,0.029,0.0955,0.63,40300,Short Term
"085-0241",3R : Rural Principal Arterial - Other,"34.393990, -84.017903",2019,28700,Actual,2080,601,0.386,0.118,0.0868,0.6,42600,Short Term
"085-0243",3R : Rural Principal Arterial - Other,"34.405619, -84.001435",2019,22700,Estimated,1565,258,0.494,0.014,0.0915,0.6,35900,Short Term
"085-7152",5R : Rural Major Collector,"34.564951, -84.345274",2019,240,Actual,23,6,0.426,0,0.1319,0.61,310,Short Term
"085-8001",7R : Rural Local,"34.491749, -84.137954",2019,380,Estimated,,,,,,,530,Short Term
"085-8005",6U : Urban Minor Collector,"34.340954, -84.077745",2019,420,Actual,,,,,0.1023,0.7,530,Short Term
"085-8007",7R : Rural Local,"34.559688, -84.252597",2019,700,Estimated,,,,,,,930,Short Term
"085-8010",7R : Rural Local,"34.432707, -84.142992",2019,410,Estimated,,,,,,,520,Short Term
"085-8011",7R : Rural Local,"34.452153, -84.157813",2019,40,Estimated,7,,5.556,0,0.2,0.63,50,Short Term
"085-8013",7R : Rural Local,"34.500588, -84.234473",2019,420,Estimated,,,,,,,530,Short Term
"085-8014",7R : Rural Local,"34.510088, -84.254929",2019,10,Estimated,1,,7.692,,0.2,0.5,20,Short Term
"085-8016",6R : Rural Minor Collector,"34.362513, -84.208677",2019,720,Estimated,46,2,0.559,,0.1287,0.67,1340,Short Term
"085-8017",6R : Rural Minor Collector,"34.392711, -84.233599",2019,380,Estimated,,,,,,,750,Short Term
"085-8018",7R : Rural Local,"34.392493, -84.251751",2019,50,Estimated,7,1,,,0.1887,0.6,120,Short Term
"085-8019",6R : Rural Minor Collector,"34.378376, -84.094401",2019,1170,Estimated,,,,,,,2280,Short Term
"085-8020",6R : Rural Minor Collector,"34.389738, -84.066492",2019,750,Estimated,43,7,0.805,0.134,0.098,0.62,1170,Short Term
"085-8021",6R : Rural Minor Collector,"34.397351, -84.050987",2019,440,Estimated,,,,,,,740,Short Term
"085-8022",6R : Rural Minor Collector,"34.405444, -84.033575",2019,30,Actual,,,,,0.192,0.67,30,Short Term
"085-8023",7R : Rural Local,"34.372984, -84.090377",2019,650,Actual,38,2,0.464,0,0.1424,0.53,810,Short Term
"085-8024",6U : Urban Minor Collector,"34.349046, -84.089949",2019,170,Estimated,,,,,,,210,Short Term
"085-8025",6R : Rural Minor Collector,"34.434567, -84.120766",2019,1020,Actual,,,,,0.0958,0.51,1280,Short Term
"085-8026",6R : Rural Minor Collector,"34.521965, -84.194840",2019,100,Estimated,14,,3.093,,0.134,0.62,120,Short Term
"087-0101",3R : Rural Principal Arterial - Other,"30.703021, -84.388142",2019,6360,Actual,317,1058,0.236,0.566,0.0792,0.58,8020,Short Term
"087-0103",3R : Rural Principal Arterial - Other,"30.733870, -84.451880",2019,5780,Actual,139,843,0.156,0.744,0.0985,0.6,7280,CCS
"087-0105",5R : Rural Major Collector,"30.742477, -84.463989",2019,590,Actual,,,,,0.113,0.8,880,Short Term
"087-0107",3R : Rural Principal Arterial - Other,"30.749586, -84.464476",2019,5390,Actual,287,1005,0.316,1.021,0.0778,0.58,7780,Short Term
"087-0108",3R : Rural Principal Arterial - Other,"30.773107, -84.484861",2019,4990,Actual,250,938,0.24,0.741,0.086,0.58,6290,Short Term
"087-0109",5R : Rural Major Collector,"30.773112, -84.488536",2019,1850,Actual,,,,,0.0891,0.58,2340,Short Term
"087-0112",3U : Urban Principal Arterial - Other,"30.830198, -84.528946",2019,6770,Actual,470,1082,0.473,0.827,0.0923,0.53,8530,Short Term
"087-0116",2U : Urban Principal Arterial - Freeways & Expressways,"30.880376, -84.564978",2019,8180,Estimated,487,917,0.334,0.508,0.0919,0.54,10500,Short Term
"087-0118",2U : Urban Principal Arterial - Freeways & Expressways,"30.891830, -84.571030",2019,8730,Actual,476,1310,0.389,1.088,0.104,0.57,12400,Short Term
"087-0121",2U : Urban Principal Arterial - Freeways & Expressways,"30.892760, -84.579010",2019,10800,Estimated,832,1659,0.505,0.916,0.0853,0.53,13700,Short Term
"087-0123",2U : Urban Principal Arterial - Freeways & Expressways,"30.895691, -84.583195",2019,15600,Actual,999,1990,0.514,0.745,0.0877,0.55,19900,Short Term
"087-0125",2U : Urban Principal Arterial - Freeways & Expressways,"30.914940, -84.597750",2019,12800,Actual,339,1620,0.188,1.129,0.0979,0.51,16100,CCS
"087-0127",2U : Urban Principal Arterial - Freeways & Expressways,"30.915990, -84.598860",2019,12600,Actual,732,1657,0.414,0.637,0.0872,0.51,15800,Short Term
"087-0129",2U : Urban Principal Arterial - Freeways & Expressways,"30.927795, -84.604141",2019,9300,Actual,701,814,0.796,0.57,0.0959,0.51,12500,Short Term
"087-0132",3U : Urban Principal Arterial - Other,"30.934670, -84.606817",2019,6830,Estimated,565,613,0.742,0.553,0.0902,0.56,8600,Short Term
"087-0134",3R : Rural Principal Arterial - Other,"30.962539, -84.611901",2019,6760,Actual,517,510,0.518,0.532,0.0955,0.53,8990,Short Term
"087-0136",3R : Rural Principal Arterial - Other,"30.989971, -84.620506",2019,4710,Estimated,293,480,0.547,0.634,0.0888,0.54,6100,Short Term
"087-0138",3R : Rural Principal Arterial - Other,"31.028727, -84.642970",2019,4530,Actual,299,466,0.199,0.464,0.0804,0.56,6790,Short Term
"087-0141",3R : Rural Principal Arterial - Other,"30.976133, -84.747421",2019,7270,Actual,510,1455,0.564,1.114,0.0891,0.51,9160,Short Term
"087-0143",3R : Rural Principal Arterial - Other,"30.973483, -84.740487",2019,6940,Estimated,499,1613,0.49,1.633,0.0886,0.51,8740,Short Term
"087-0147",3U : Urban Principal Arterial - Other,"30.938217, -84.666472",2019,7560,Actual,462,1357,0.529,0.966,0.0885,0.51,11200,Short Term
"087-0152",3U : Urban Principal Arterial - Other,"30.905280, -84.587607",2019,20200,Actual,1040,2207,0.203,0.61,0.0826,0.52,25400,Short Term
"087-0154",2U : Urban Principal Arterial - Freeways & Expressways,"30.892404, -84.555232",2019,9300,Actual,681,1280,0.538,0.635,0.1002,0.57,11700,Short Term
"087-0156",2U : Urban Principal Arterial - Freeways & Expressways,"30.896857, -84.510214",2019,10600,Actual,778,1126,0.982,0.538,0.13,0.56,13700,Short Term
"087-0158",3U : Urban Principal Arterial - Other,"30.886520, -84.474774",2019,7570,Actual,558,1058,0.7,0.779,0.096,0.63,11400,Short Term
"087-0163",5R : Rural Major Collector,"30.876305, -84.429082",2019,510,Actual,,,,,0.1066,0.53,740,Short Term
"087-0164",3U : Urban Principal Arterial - Other,"30.874548, -84.433524",2019,6300,Estimated,355,740,0.583,0.93,0.0874,0.56,7940,Short Term
"087-0165",3R : Rural Principal Arterial - Other,"30.877918, -84.395226",2019,5880,Actual,380,873,0.408,0.715,0.0915,0.53,7410,Short Term
"087-0166",3R : Rural Principal Arterial - Other,"30.875659, -84.414359",2019,6880,Actual,555,1095,0.552,0.771,0.0837,0.5,8670,Short Term
"087-0167",4R : Rural Minor Arterial,"30.736434, -84.723452",2019,1460,Actual,,,,,0.0966,0.55,2390,Short Term
"087-0169",4R : Rural Minor Arterial,"30.751302, -84.652100",2019,1860,Estimated,136,200,0.499,0.554,0.1014,0.51,2440,Short Term
"087-0172",4U : Urban Minor Arterial,"30.807013, -84.612490",2019,3760,Actual,,,,,0.0891,0.52,6550,Short Term
"087-0176",4U : Urban Minor Arterial,"30.865470, -84.608182",2019,3900,Estimated,212,283,0.306,0.306,0.0938,0.57,5190,Short Term
"087-0178",4U : Urban Minor Arterial,"30.881910, -84.596503",2019,5480,Actual,,,,,0.0913,0.63,8080,Short Term
"087-0181",4U : Urban Minor Arterial,"30.889970, -84.585760",2019,4960,Actual,,,,,0.0865,0.56,7660,Short Term
"087-0183",4U : Urban Minor Arterial,"30.893697, -84.577747",2019,4580,Actual,,,,,0.0948,0.6,5780,Short Term
"087-0185",4U : Urban Minor Arterial,"30.896543, -84.576428",2019,5090,Estimated,184,35,0.332,0.02,0.0992,0.51,6410,Short Term
"087-0187",4U : Urban Minor Arterial,"30.899596, -84.576465",2019,4640,Actual,,,,,0.1053,0.5,5850,Short Term
"087-0189",3U : Urban Principal Arterial - Other,"30.902755, -84.576498",2019,4460,Estimated,114,26,0.245,,0.0971,0.51,5620,Short Term
"087-0192",3U : Urban Principal Arterial - Other,"30.904989, -84.575626",2019,3120,Actual,135,20,0.353,0,0.1008,0.51,3930,Short Term
"087-0194",3U : Urban Principal Arterial - Other,"30.908089, -84.575632",2019,3240,Estimated,110,29,0.276,0.123,0.1066,0.52,4080,Short Term
"087-0196",3U : Urban Principal Arterial - Other,"30.910754, -84.569245",2019,6390,Actual,412,109,0.579,0.172,0.1013,0.56,10400,Short Term
"087-0198",4U : Urban Minor Arterial,"30.912642, -84.567187",2019,5670,Estimated,272,304,0.368,0.385,0.1055,0.55,7150,Short Term
"087-0201",4U : Urban Minor Arterial,"30.915981, -84.556772",2019,5070,Actual,250,176,0.335,0.394,0.0968,0.57,7300,Short Term
"087-0205",4U : Urban Minor Arterial,"30.924091, -84.542374",2019,2870,Actual,220,175,0.766,0.697,0.0996,0.53,4680,Short Term
"087-0207",4U : Urban Minor Arterial,"30.932966, -84.525865",2019,3800,Estimated,248,388,0.522,0.679,0.094,0.64,5180,Short Term
"087-0209",4U : Urban Minor Arterial,"30.967507, -84.504565",2019,2550,Actual,,,,,0.0834,0.66,4370,Short Term
"087-0212",4R : Rural Minor Arterial,"31.024879, -84.459657",2019,1670,Actual,,,,,0.0913,0.62,2680,Short Term
"087-0216",4R : Rural Minor Arterial,"31.073196, -84.413824",2019,1890,Actual,,,,,0.0894,0.51,4000,Short Term
"087-0218",5R : Rural Major Collector,"30.717799, -84.492103",2019,430,Estimated,38,24,0.696,0.464,0.1346,0.64,540,Short Term
"087-0221",5R : Rural Major Collector,"30.742696, -84.483065",2019,620,Actual,,,,,0.119,0.66,790,Short Term
"087-0223",5R : Rural Major Collector,"30.866912, -84.747115",2019,1550,Actual,,,,,0.1019,0.67,2330,Short Term
"087-0225",4U : Urban Minor Arterial,"30.881970, -84.668953",2019,2980,Actual,,,,,0.1002,0.73,3760,Short Term
"087-0227",4U : Urban Minor Arterial,"30.886506, -84.628848",2019,3420,Estimated,162,99,0.378,0.552,0.1029,0.68,4310,Short Term
"087-0229",4U : Urban Minor Arterial,"30.897507, -84.612924",2019,4450,Actual,,,,,0.097,0.75,5610,Short Term
"087-0232",4U : Urban Minor Arterial,"30.906128, -84.601019",2019,4350,Estimated,239,187,0.32,0.32,0.0988,0.64,5480,Short Term
"087-0234",3U : Urban Principal Arterial - Other,"30.913921, -84.592736",2019,3690,Actual,317,160,1.275,0.38,0.0976,0.65,4650,Short Term
"087-0236",3U : Urban Principal Arterial - Other,"30.915760, -84.589975",2019,10400,Actual,872,453,0.853,0.345,0.0903,0.54,16100,Short Term
"087-0238",3U : Urban Principal Arterial - Other,"30.917572, -84.584122",2019,2380,Actual,278,157,0.672,0.294,0.0869,0.54,3000,Short Term
"087-0241",4U : Urban Minor Arterial,"30.936222, -84.571910",2019,2030,Actual,,,,,0.0944,0.62,2560,Short Term
"087-0245",5R : Rural Major Collector,"31.001241, -84.546036",2019,1090,Actual,,,,,0.0969,0.52,1480,Short Term
"087-0247",5R : Rural Major Collector,"31.056224, -84.524094",2019,700,Actual,,,,,0.1105,0.51,880,Short Term
"087-0249",5R : Rural Major Collector,"30.757746, -84.411170",2019,490,Actual,,,,,0.1214,0.66,620,Short Term
"087-0252",5R : Rural Major Collector,"30.804070, -84.411100",2019,400,Actual,,,,,0.1289,0.55,500,Short Term
"087-0254",5R : Rural Major Collector,"30.836965, -84.413405",2019,440,Actual,,,,,0.1038,0.53,620,Short Term
"087-0258",5R : Rural Major Collector,"30.867033, -84.430751",2019,960,Actual,,,,,0.11,0.58,1210,Short Term
"087-0261",5R : Rural Major Collector,"30.897605, -84.410973",2019,420,Actual,,,,,0.1021,0.65,650,Short Term
"087-0263",5R : Rural Major Collector,"30.923822, -84.413432",2019,390,Estimated,36,55,0.777,0.777,0.1114,0.56,720,Short Term
"087-0267",5R : Rural Major Collector,"31.022352, -84.418725",2019,300,Actual,,,,,0.1007,0.58,600,Short Term
"087-0268",5R : Rural Major Collector,"30.730040, -84.401348",2019,770,Actual,,,,,0.1022,0.58,970,Short Term
"087-0269",5R : Rural Major Collector,"30.977455, -84.753044",2019,890,Actual,,,,,0.1111,0.56,1620,Short Term
"087-0272",4R : Rural Minor Arterial,"30.729562, -84.625743",2019,1360,Estimated,69,135,0.832,0.378,0.0953,0.53,2430,Short Term
"087-0276",5R : Rural Major Collector,"30.708420, -84.523140",2019,1100,Actual,,,,,0.0986,0.69,1390,Short Term
"087-0281",5R : Rural Major Collector,"30.776665, -84.537036",2019,1290,Actual,,,,,0.1001,0.52,1620,Short Term
"087-0283",5R : Rural Major Collector,"30.841394, -84.568134",2019,1390,Actual,,,,,0.1031,0.51,1750,Short Term
"087-0285",6U : Urban Minor Collector,"30.865007, -84.571243",2019,2180,Actual,,,,,0.0996,0.64,2750,Short Term
"087-0289",4U : Urban Minor Arterial,"30.889426, -84.576378",2019,4040,Actual,,,,,0.1298,0.63,5080,Short Term
"087-0292",4U : Urban Minor Arterial,"30.893145, -84.576394",2019,6790,Estimated,258,64,0.351,0.029,0.0914,0.54,8550,Short Term
"087-0294",6U : Urban Minor Collector,"30.940760, -84.511252",2019,1360,Actual,,,,,0.1014,0.69,2130,Short Term
"087-0296",6U : Urban Minor Collector,"30.970761, -84.455850",2019,800,Actual,,,,,0.1107,0.6,1030,Short Term
"087-0298",5R : Rural Major Collector,"30.747687, -84.704081",2019,550,Actual,,,,,0.1038,0.6,790,Short Term
"087-0301",6R : Rural Minor Collector,"30.824360, -84.739848",2019,120,Actual,,,,,0.1735,0.52,160,Short Term
"087-0303",5R : Rural Major Collector,"30.925012, -84.733921",2019,470,Actual,,,,,0.0887,0.62,610,Short Term
"087-0307",5R : Rural Major Collector,"30.972203, -84.733353",2019,1150,Actual,,,,,0.1061,0.64,2160,Short Term
"087-0309",5R : Rural Major Collector,"30.982704, -84.733137",2019,740,Actual,,,,,0.1133,0.57,1360,Short Term
"087-0312",5R : Rural Major Collector,"31.028725, -84.726929",2019,340,Actual,,,,,0.1214,0.67,630,Short Term
"087-0316",4U : Urban Minor Arterial,"30.916693, -84.562848",2019,2340,Actual,145,42,0.64,0.043,0.0952,0.57,3780,Short Term
"087-0318",4U : Urban Minor Arterial,"30.923423, -84.556020",2019,1600,Estimated,69,41,0.311,0.249,0.1152,0.64,2010,Short Term
"087-0321",4U : Urban Minor Arterial,"30.978499, -84.529692",2019,710,Actual,,,,,0.1037,0.53,890,Short Term
"087-0325",5R : Rural Major Collector,"31.053924, -84.505667",2019,460,Actual,,,,,0.0893,0.55,780,Short Term
"087-0327",3U : Urban Principal Arterial - Other,"30.892396, -84.566762",2019,8280,Estimated,260,46,0.192,0.036,0.094,0.54,10400,Short Term
"087-0329",3U : Urban Principal Arterial - Other,"30.895742, -84.567515",2019,8140,Actual,335,58,0.258,0.025,0.0898,0.54,10300,Short Term
"087-0332",3U : Urban Principal Arterial - Other,"30.901769, -84.567911",2019,7320,Estimated,230,36,0.285,0.014,0.1007,0.51,9220,Short Term
"087-0336",3U : Urban Principal Arterial - Other,"30.903941, -84.569490",2019,10100,Actual,396,57,0.248,0.01,0.0963,0.52,12700,Short Term
"087-0343",3U : Urban Principal Arterial - Other,"30.910787, -84.581934",2019,11300,Estimated,594,289,0.378,0.272,0.0846,0.52,14200,Short Term
"087-0345",3U : Urban Principal Arterial - Other,"30.917553, -84.595890",2019,6160,Actual,530,283,0.698,0.243,0.0904,0.54,9400,Short Term
"087-0347",3U : Urban Principal Arterial - Other,"30.904030, -84.582158",2019,7720,Actual,387,74,0.376,0.013,0.0983,0.62,9730,Short Term
"087-0352",3U : Urban Principal Arterial - Other,"30.903906, -84.565137",2019,13000,Actual,412,61,0.138,0,0.0956,0.54,16400,Short Term
"087-0354",3U : Urban Principal Arterial - Other,"30.903857, -84.558848",2019,11900,Estimated,395,55,0.427,0.017,0.0915,0.52,14900,Short Term
"087-0356",3U : Urban Principal Arterial - Other,"30.903809, -84.552007",2019,10300,Actual,365,70,0.33,0.029,0.0996,0.5,13000,Short Term
"087-0358",3U : Urban Principal Arterial - Other,"30.903766, -84.546025",2019,9540,Estimated,381,88,0.791,0.062,0.0981,0.5,12000,Short Term
"087-0361",6U : Urban Minor Collector,"30.890835, -84.590146",2019,2280,Estimated,,,,,0.1225,0.53,3600,Short Term
"087-0363",6U : Urban Minor Collector,"30.901659, -84.589367",2019,3300,Actual,,,,,0.1012,0.61,4150,Short Term
"087-0365",3U : Urban Principal Arterial - Other,"30.904039, -84.587309",2019,5170,Estimated,160,28,0.25,0.096,0.0859,0.84,6510,Short Term
"087-0369",6U : Urban Minor Collector,"30.908298, -84.602064",2019,730,Actual,,,,,0.092,0.65,1120,Short Term
"087-0372",6U : Urban Minor Collector,"30.916105, -84.602024",2019,1220,Actual,,,,,0.0943,0.52,1540,Short Term
"087-0374",5R : Rural Major Collector,"30.746739, -84.628638",2019,440,Actual,,,,,0.1045,0.54,560,Short Term
"087-0376",5R : Rural Major Collector,"30.744433, -84.614043",2019,440,Actual,34,23,0.911,0.456,0.1481,0.54,930,Short Term
"087-0378",5R : Rural Major Collector,"30.747732, -84.556208",2019,480,Estimated,61,17,0.418,0.209,0.1088,0.56,930,Short Term
"087-0385",5R : Rural Major Collector,"30.749638, -84.499530",2019,1490,Estimated,,,,,,,1880,Short Term
"087-0387",5R : Rural Major Collector,"30.754045, -84.477020",2019,390,Estimated,,,,,0.1045,0.56,570,Short Term
"087-0389",5R : Rural Major Collector,"30.771863, -84.428683",2019,290,Actual,39,12,1.361,0.68,0.1122,0.61,370,Short Term
"087-0392",5R : Rural Major Collector,"30.773855, -84.401719",2019,260,Estimated,,,,,,,490,Short Term
"087-0394",5R : Rural Major Collector,"30.725211, -84.680127",2019,200,Estimated,15,7,1.485,0.495,0.099,0.8,280,Short Term
"087-0396",6R : Rural Minor Collector,"30.835805, -84.689896",2019,190,Estimated,,,,,0.1599,0.7,390,Short Term
